route_id,label,distance,total_waiting_time,total_late_time,completion_time,cost,is_time_window_feasible
R01,A-B-C,16.557900792370614,0.0,0.0,17.757900792370613,16.557900792370614,True
R02,A-C-B,15.26882723033592,0.0,2.5966912753363403,16.46882723033592,36.04235743302664,False
R03,B-A-C,19.177617382033013,0.5278640450004204,3.4966912753363406,20.905481427033436,47.256720393723825,False
R04,B-C-A,15.26882723033592,0.5278640450004204,6.93441361516796,16.99669127533634,70.84970896067969,False
R05,C-A-B,19.177617382033013,0.0,11.948685193898491,20.377617382033016,114.76709893322095,False
R06,C-B-A,16.557900792370614,0.0,9.328968604236092,17.757900792370616,91.18964962625935,False
