eval_count,mean_qubo_energy,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27
21,39.74169921875,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,1.0526657596488258,0.10323509603414954,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
22,36.70458984375,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,1.1032350960341495,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
23,41.2626953125,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,1.1032350960341495,0.9418103872519473,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
24,41.38720703125,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,1.1032350960341495,-0.05818961274805265,1.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
25,39.421875,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,1.1032350960341495,-0.05818961274805265,0.1882792097579613,1.157248448528879,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
26,37.166015625,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,1.1032350960341495,-0.05818961274805265,0.1882792097579613,0.1572484485288791,1.1113533988295048,-0.12214451685921297,-0.01331159850918634,-0.1824784936851085
27,39.1044921875,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,1.1032350960341495,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,0.877855483140787,-0.01331159850918634,-0.1824784936851085
28,38.01220703125,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,1.1032350960341495,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,0.9866884014908137,-0.1824784936851085
29,36.551513671875,1.1095824194223853,0.975551375900821,1.143439167964553,1.0789472116237455,0.8376709391550599,1.1902489406547023,1.104455880796141,1.1144257221107816,-0.14875454692978166,0.9801543751582269,0.9483192096930325,0.1707059955394407,1.0575460480322658,1.129104645308332,-0.022634320469067548,-0.10910451128608925,0.021833914806333926,-0.17447309755832988,0.13105246879703286,0.052665759648825916,1.1032350960341495,-0.05818961274805265,0.1882792097579613,0.1572484485288791,0.11135339882950474,-0.12214451685921297,-0.01331159850918634,0.8175215063148915
30,32.720458984375,1.3350073973085697,1.0351785346566338,1.1775424709939568,1.1655996293839914,0.8749915349230866,1.2575976019832102,1.3777112773965206,1.1581809033560544,-0.19679945182655167,1.0116838439967322,0.9708402588633934,0.07054094827697827,1.0714018554266023,1.141930919026309,-0.11722272698458351,-0.4574300717876718,-0.32370332532177537,-0.42949716863984566,-0.0418233943583092,0.002904965291456979,1.320295112799914,-0.45863531561532755,-0.2231052884206321,-0.08147467267694689,0.07081551032285505,-0.33298443433030633,-0.12819039789628456,0.8309697899623356
31,33.186767578125,0.39367145168872686,1.0558325926776007,1.189355403459186,1.1956148791698569,0.8879188949793752,1.2809262862227195,1.4723633274638288,1.1733371185944617,-0.21344157051970478,1.0226052343891139,0.978641252000809,0.03584510260866354,1.0762013235854313,1.1463737703559989,-0.1499868981617287,-0.5780854323130318,-0.4433928486015506,-0.5178341290244842,-0.10170530358456545,-0.01433151478359445,1.3954818276100522,-0.5973444031158491,-0.36560342973075566,-0.1641651999335514,0.05677372267550712,-0.40601658913106303,-0.16798289241437742,0.8356280972929637
32,33.77734375,1.3350073973085697,1.5289891702512017,1.1775424709939568,1.1655996293839914,0.8749915349230866,1.2575976019832102,1.3777112773965206,1.1581809033560544,-0.19679945182655167,1.0116838439967322,0.9708402588633934,0.07054094827697827,1.0714018554266023,1.1142021970631333,-0.08949400502140789,-0.4297013498244962,-0.29597460335859976,-0.40176844667667005,-0.014094672395133578,0.030633687254632603,1.3480238347630897,-0.45863531561532755,-0.2231052884206321,-0.08147467267694689,0.07081551032285505,-0.33298443433030633,-0.12819039789628456,0.8309697899623356
